taxon,lfc_CropCotton ,lfc_CropSoybean,p_CropCotton ,p_CropSoybean,q_CropCotton ,q_CropSoybean,diff_CropCotton ,diff_CropSoybean,Kingdom,Phylum,Class,Order,Family,Genus,Label
BOTU_3389,-0.170782443,-0.4136162,0.360099328,0.023583306,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_3389_Sphingomonas
BOTU_2,0.022967373,-0.086933515,0.908972084,0.658469484,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_2_Sphingomonas
BOTU_843,-0.465513425,-0.276553288,0.101903811,0.320923194,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_843_Sphingomonas
BOTU_53,-0.110300692,0.085693874,0.62824273,0.700803808,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_53_Sphingomonas
BOTU_7591,0.164879745,0.340297516,0.429105053,0.095532687,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_7591_Sphingomonas
BOTU_1208,0.164879745,0.009374611,0.413849547,0.962151218,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_1208_Sphingomonas
BOTU_1494,0.0082646,-0.25686622,0.980445947,0.436504634,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_1494_Sphingomonas
BOTU_846,0.065005901,-0.030955945,0.824396333,0.91405017,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_846_Sphingomonas
BOTU_1601,-0.095747473,-0.178872121,0.715272573,0.486380454,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_1601_Sphingomonas
BOTU_7139,-0.034867943,-0.236740817,0.844220081,0.17298562,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,BOTU_7139_Ellin6055
BOTU_8,-0.062339467,-0.154183346,0.759149408,0.438618215,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_8_Sphingomonadaceae
BOTU_7241,-0.101187473,-0.09629277,0.698626293,0.706663869,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_7241_Sphingomonas
BOTU_8464,0.300484734,0.066804462,0.277933287,0.805385804,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_8464_Sphingomonas
BOTU_1361,-0.563696231,-0.640537299,0.014609386,0.004593995,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,BOTU_1361_Sphingoaurantiacus
BOTU_1088,-0.174908402,-0.038427846,0.421768433,0.85693474,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,BOTU_1088_Altererythrobacter
BOTU_503,-0.123312305,-0.319140931,0.510145493,0.081686737,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,BOTU_503_Altererythrobacter
BOTU_8068,-0.351809324,-0.265100627,0.232512534,0.358127914,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,BOTU_8068_Altererythrobacter
BOTU_1567,-0.12260257,-0.408698603,0.666996484,0.142902229,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_1567_Sphingomonadaceae
BOTU_6044,-0.233486312,-0.656316653,0.38616494,0.012841372,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,BOTU_6044_Porphyrobacter
BOTU_3719,0.001992521,-0.047700677,0.989735596,0.753095483,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,BOTU_3719_Sphingobium
BOTU_941,-0.195658205,-0.235872846,0.397906193,0.297903587,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_941_Novosphingobium
BOTU_2220,0.337507859,0.347383145,0.221759084,0.198944465,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_2220_Novosphingobium
BOTU_6837,0.01270007,0.007195202,0.953796341,0.973253148,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_6837_Novosphingobium
BOTU_236,-0.05144263,-0.072006597,0.832284734,0.762060835,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_236_Sphingomonadaceae
BOTU_553,-0.282722429,-0.475261641,0.318433835,0.086700716,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_553_Novosphingobium
BOTU_5422,0.296773644,0.119577073,0.327569874,0.687002142,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,BOTU_5422_Novosphingobium
BOTU_308,-0.395737576,-0.693152189,0.143618796,0.008885501,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,BOTU_308_Altererythrobacter
BOTU_1824,0.054298352,-0.026798876,0.748191084,0.871441758,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,BOTU_1824_Rhizorhapis
BOTU_4820,-0.097881323,0.078223424,0.729504731,0.777743016,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_4820_Sphingomonadaceae
BOTU_1152,-0.349934844,-0.231592361,0.094929645,0.258961915,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,BOTU_1152_Sphingobium
BOTU_2543,-0.034867943,-0.052951792,0.84330941,0.759152643,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_2543_Sphingomonadaceae
BOTU_521,-0.052883575,-0.486631403,0.858619394,0.09407264,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_521_Micropepsaceae
BOTU_2404,0.45863414,0.119425542,0.094606891,0.656611133,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_2404_Micropepsaceae
BOTU_2441,-0.124034239,0.096361497,0.485896456,0.580296265,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_2441_Micropepsaceae
BOTU_6919,0.392957179,-0.125615361,0.122107964,0.613708662,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_6919_Micropepsaceae
BOTU_1339,0.573953352,-0.016091327,0.004434401,0.935058171,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_1339_Micropepsaceae
BOTU_1720,-0.097881323,-0.047700677,0.467877621,0.717861371,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,unidentified,BOTU_1720_Micropepsaceae
BOTU_674,0.036809998,-0.186329019,0.90428322,0.534101887,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3,BOTU_674_KF-JG30-B3
BOTU_767,0.114957121,-0.124335484,0.520334178,0.477619462,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_767_Candidatus_Alysiosphaera
BOTU_535,0.129768972,0.099665137,0.586127653,0.669301015,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_535_Candidatus_Alysiosphaera
BOTU_792,0.148305058,0.009350175,0.568801235,0.970728275,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,BOTU_792_Geminicoccaceae
BOTU_4453,0.353919886,0.277844018,0.088430736,0.171897211,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,BOTU_4453_Geminicoccaceae
BOTU_1532,-0.003874617,-0.357516462,0.985927134,0.096436675,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_1532_Candidatus_Alysiosphaera
BOTU_415,-0.051722782,0.108120254,0.863901143,0.714369731,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_415_Candidatus_Alysiosphaera
BOTU_1629,-0.187047619,-0.350875574,0.434640371,0.134406159,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_1629_Candidatus_Alysiosphaera
BOTU_1323,0.248178903,0.196235342,0.243649492,0.346388004,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,BOTU_1323_Geminicoccaceae
BOTU_966,-0.223908084,-0.360690827,0.357864756,0.130320916,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Geminicoccus,BOTU_966_Geminicoccus
BOTU_7638,-0.034867943,-0.024414148,0.858067258,0.898230741,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Geminicoccus,BOTU_7638_Geminicoccus
BOTU_1748,0.001992521,-0.158076751,0.992347168,0.437023728,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_1748_Candidatus_Alysiosphaera
BOTU_1163,-0.393067387,-0.138722518,0.157306471,0.61019486,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_1163_Candidatus_Alysiosphaera
BOTU_3718,-0.061020859,-0.052951792,0.749653199,0.77731239,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,BOTU_3718_Candidatus_Alysiosphaera
BOTU_221,-0.040650714,-0.112308145,0.800705146,0.476270466,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,BOTU_221_Geminicoccaceae
BOTU_1084,0.023171184,0.194584192,0.920301198,0.390774098,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_1084_Alphaproteobacteria
BOTU_1982,0.101866365,0.080710812,0.538950237,0.619045434,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,BOTU_1982_Geminicoccaceae
BOTU_1945,-0.187047619,-0.073853592,0.105723514,0.514177104,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,BOTU_1945_Defluviicoccus
BOTU_884,-0.124034239,0.004580719,0.580285846,0.983358248,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_884_Acetobacteraceae
BOTU_1382,-0.144320017,-0.055202155,0.522405944,0.802665172,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,BOTU_1382_Craurococcus-Caldovatus
BOTU_1724,-0.160894704,0.043850347,0.272218461,0.759887576,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,BOTU_1724_Craurococcus-Caldovatus
BOTU_534,0.041413974,0.160433358,0.893512235,0.596332368,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,BOTU_534_Craurococcus-Caldovatus
BOTU_558,-0.072009975,-0.343454412,0.776632578,0.166924881,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,BOTU_558_Craurococcus-Caldovatus
BOTU_667,0.225332137,-0.204974953,0.418744751,0.452464748,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_667_Acetobacteraceae
BOTU_3038,-0.197755168,-0.205336786,0.161975159,0.138058234,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_3038_Acetobacteraceae
BOTU_717,-0.042403185,-0.376336233,0.825013105,0.045039025,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_717_Acetobacteraceae
BOTU_1182,-0.124034239,0.040754206,0.605524298,0.862389913,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1182_Acetobacteraceae
BOTU_732,-0.302366831,0.103071246,0.279637955,0.706592724,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_732_Acetobacteraceae
BOTU_230,-0.090804295,-0.093765463,0.653590981,0.635978735,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_230_Acetobacteraceae
BOTU_8404,0.211318439,-0.068705137,0.36703467,0.764515013,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_8404_Alphaproteobacteria
BOTU_264,0.037701468,-0.15022416,0.834892753,0.396292064,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_264_Acetobacteraceae
BOTU_6889,-0.344067705,-0.217583805,0.25766892,0.464684524,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_6889_Acetobacteraceae
BOTU_898,-0.396373537,-0.119005172,0.123456032,0.636642784,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_898_Acetobacteraceae
BOTU_143,-0.033478574,-0.085457114,0.829776818,0.575141449,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_143_Acetobacteraceae
BOTU_1781,-0.313074379,-0.378520922,0.217772216,0.128000167,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,BOTU_1781_Rhodovarius
BOTU_5435,-0.327088077,-0.266982181,0.187795673,0.272152522,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_5435_Acetobacteraceae
BOTU_281,-0.079751594,0.630704916,0.760017178,0.013608723,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_281_Alphaproteobacteria
BOTU_3892,0.028145437,0.130837233,0.866818379,0.425895083,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,BOTU_3892_Roseomonas
BOTU_1280,-0.124034239,0.407051106,0.661300819,0.141937611,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,BOTU_1280_Roseomonas
BOTU_1079,-0.334489477,0.032123408,0.207314922,0.901556112,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1079_Acetobacteraceae
BOTU_2309,-0.061020859,0.143724192,0.625583087,0.240478374,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,BOTU_2309_Roseomonas
BOTU_1135,-0.014582166,0.067136876,0.948484371,0.761252722,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1135_Acetobacteraceae
BOTU_213,-0.061340904,-0.097842728,0.676263012,0.496336294,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_213_Acetobacteraceae
BOTU_7440,-0.170472932,-0.351444005,0.427717331,0.094910889,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_7440_Acetobacteraceae
BOTU_2759,0.128019281,0.201486457,0.402912144,0.17877079,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,BOTU_2759_Roseomonas
BOTU_5333,-0.077979483,0.101257945,0.66239517,0.562545318,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,BOTU_5333_Belnapia
BOTU_6171,0.095178087,-0.034925873,0.609856065,0.848327885,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_6171_Acetobacteraceae
BOTU_1008,0.374205663,-0.187404032,0.138574873,0.448666319,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,BOTU_1008_Craurococcus-Caldovatus
BOTU_1623,-0.034867943,0.059501033,0.857853819,0.754905563,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1623_Acetobacteraceae
BOTU_6955,0.065005901,0.414270348,0.741580915,0.031836668,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_6955_Acetobacteraceae
BOTU_2218,0.044720124,0.16009356,0.865412172,0.535420719,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_2218_Acetobacteraceae
BOTU_5472,-0.018293256,-0.435051141,0.942703322,0.080829744,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_5472_Acetobacteraceae
BOTU_8352,-0.575835448,-0.546659262,0.022620257,0.027061009,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_8352_Acetobacteraceae
BOTU_612,-0.066163618,-0.019773812,0.727430535,0.915269085,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_612_Acetobacteraceae
BOTU_501,-0.195732963,-0.260473285,0.340353954,0.194981781,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_501_Acetobacteraceae
BOTU_639,-0.11889148,-0.398986009,0.641331913,0.110313781,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_639_Acetobacteraceae
BOTU_397,-0.003859926,-0.29152692,0.979623266,0.048812276,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_397_Acetobacteraceae
BOTU_353,0.027795941,-0.079984305,0.894732484,0.69734932,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_353_Acetobacteraceae
BOTU_987,0.117311732,0.064649489,0.626537829,0.784156029,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_987_Acetobacteraceae
BOTU_367,0.1527818,-0.139815981,0.377627416,0.409565624,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_367_Acetobacteraceae
BOTU_169,-0.140142595,-0.110548457,0.329368026,0.431964426,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_169_Acetobacteraceae
BOTU_1540,0.044720124,0.027796294,0.873421409,0.919434877,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1540_Acetobacteraceae
BOTU_181,-0.166253415,-0.107389164,0.376744059,0.559785369,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_181_Acetobacteraceae
BOTU_1878,0.164879745,0.017697432,0.418514524,0.929326434,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,BOTU_1878_Acidiphilium
BOTU_2505,0.065005901,-0.019163033,0.741747689,0.920961361,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,BOTU_2505_Acidiphilium
BOTU_1645,-0.260768548,-0.386227719,0.34524692,0.153319573,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1645_Acetobacteraceae
BOTU_1448,-0.197755168,0.117263298,0.263878228,0.498613664,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1448_Acetobacteraceae
BOTU_1162,0.414372277,-0.127994446,0.169211622,0.664474728,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_1162_Acetobacteraceae
BOTU_2478,-0.124034239,-0.199880353,0.396219811,0.162605938,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_2478_Acetobacteraceae
BOTU_2889,-0.187047619,-0.073853592,0.177675231,0.586732397,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,BOTU_2889_Acetobacteraceae
BOTU_1562,0.028145437,-0.352573325,0.894247431,0.088971215,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,BOTU_1562_Roseomonas
BOTU_1434,0.128019281,-0.205131468,0.454820843,0.221257047,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_Incertae_Sedis,Constrictibacter,BOTU_1434_Constrictibacter
BOTU_1041,-0.264074697,-0.139218422,0.344715069,0.610881946,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_1041_Alphaproteobacteria
BOTU_154,-0.062363684,0.012478204,0.641522944,0.924202071,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,BOTU_154_Skermanella
BOTU_1127,-0.066887997,0.038270243,0.770963359,0.864908844,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,unidentified,BOTU_1127_Azospirillaceae
BOTU_172,0.2470604,0.277069744,0.159134526,0.106796381,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,BOTU_172_Skermanella
BOTU_8674,0.157918245,0.042708988,0.475625193,0.843782903,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,BOTU_8674_Skermanella
BOTU_3790,-0.214943618,-0.462284968,0.457051534,0.102300598,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,unidentified,BOTU_3790_Azospirillaceae
BOTU_2098,-0.003874617,0.058140679,0.988186933,0.820476576,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_2098_Alphaproteobacteria
BOTU_668,0.172651422,-0.219005997,0.398306851,0.273801474,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_668_Alphaproteobacteria
BOTU_847,0.363498114,0.099589717,0.211003419,0.726310758,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,BOTU_847_Skermanella
BOTU_1057,-0.044446172,0.217958484,0.846816074,0.333231346,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_1057_Alphaproteobacteria
BOTU_1296,0.57982049,0.715968632,0.02582883,0.004937607,1,1,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,BOTU_1296_Azospirillum
BOTU_2183,0.101866365,0.587099921,0.546551769,0.000386355,1,0.895957846,FALSE,FALSE,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,BOTU_2183_Azospirillum
